bookingid,customerid,first_name,last_name,device_used,booking_channel,bookingid_norm
708530,233993.0,Omar,Martinez,Android,Mobile App ,708530
708530,428024.0,Alex,Martinez,Android,Mobile App,708530
708531,891632.0,Carlos,Dubois,ANDROID,Travel Agency,708531
708531,,Alex,Khan,iPhone, Condor Website,708531
708532,968552.0,Jamie,Rossi,Android,Condor Website,708532
708532,645450.0,Omar,Müller,Desktop,Travel Agency,708532
708536,660217.0,Lina,Rossi,Desktop,Condor Website,708536
708536,322741.0,Jamie,Dubois,Tablet,Mobile App,708536
708544,,Lina,Nguyen,android,Mobile App,708544
708544,610487.0,Maya,Garcia,Android, Mobile App,708544
708548,452149.0,Ali,Nguyen,iphone,Condor App,708548
708548,192122.0,Stefan,Rossi,DESKTOP,Call Center,708548
708549,,Lina,Dubois,Desktop,Call Center,708549
708549,304528.0,Alex,Dubois,Android,Condor Website,708549
708551,520916.0,Lina,Rossi,iphone,Travel Agency,708551
708551,315155.0,Alex,Rossi,Tablet,Condor Website,708551
708551,266894.0,Omar,Rossi,Tablet,Travel Agency,708551
708561,834883.0,Carlos,Nguyen,iPhone,Call Center,708561
708561,,Carlos,Nguyen,iPhone, Travel Agency,708561
708562,,Maya,Martinez,iPhone,Travel Agency ,708562
708562,,Carlos,Schmidt,iPhone,Call Center,708562
708563,500180.0,Alex,Rossi,Desktop,Mobile App,708563
708563,876054.0,Carlos,Garcia,Android,Call Center,708563
708563,,Yuki,Smith,iPhone,Condor App,708563
708564,658128.0,Carlos,Martinez,Tablet,Mobile App,708564
708564,428369.0,Carlos,Martinez,Android,Call Center,708564
708568,673758.0,Maya,Dubois,iPhone,Call Center,708568
708568,,Yuki,Garcia,Android,TRAVEL AGENCY,708568
708569,462269.0,Carlos,Rossi,Android,Condor App,708569
708569,,Carlos,Martinez,iPhone,Call Center ,708569
708569,217022.0,Jamie,Smith,Desktop,Call Center,708569
708570,615288.0,Alex,Nguyen,Desktop,Travel Agency,708570
708570,,Lina,Nguyen,IPHONE,CALL CENTER,708570
708572@,961812.0,Omar,Dubois,Android,Mobile App,708572
708572,733722.0,Yuki,Khan,Android,Condor Website,708572
708576@,,Alex,Smith,Desktop,Condor Website,708576
708576,,Stefan,Garcia,iPhone,Call Center,708576
708577,147117.0,Carlos,Garcia,Android,Mobile App,708577
708577,,Omar,Rossi,Android,Call Center,708577
708579,,Omar,Schmidt,iPhone,Mobile App ,708579
708579,706346.0,Stefan,Rossi,Tablet,Call Center,708579
708580,,Omar,Garcia,Tablet,Condor App,708580
708580,,Alex,Müller,Tablet,Mobile App,708580
708581,,Yuki,Martinez,Tablet,Travel Agency,708581
708581,171523.0,Ali,Schmidt,Desktop,Mobile App,708581
708584,577452.0,Jamie,Khan,DESKTOP,Mobile App,708584
708584,256332.0,Omar,Garcia,tablet,CONDOR APP,708584
708586!,397933.0,Ali,Dubois,iPhone,Mobile App,708586
708586!,722422.0,Stefan,Garcia,Desktop,Condor Website,708586
708590,503982.0,Lina,Schmidt,Android,Condor App,708590
708590,626766.0,Yuki,Rossi,iPhone,Mobile App ,708590
708591,,Ali,Dubois,Tablet,Condor Website,708591
708591,942303.0,Omar,Khan,Android,Call Center,708591
708596,961764.0,Fatima,Garcia,IPHONE,Call Center,708596
708596,691483.0,Stefan,Smith,DESKTOP,TRAVEL AGENCY,708596
708597,165822.0,Carlos,Rossi,iPhone,Condor Website,708597
708597,458092.0,Alex,Khan,iPhone, Mobile App,708597
708597,144109.0,Lina,Tanaka,Android,Call Center,708597
708599,,Alex,Smith,desktop,Mobile App ,708599
708599,481707.0,Maya,Tanaka,tablet,Condor App,708599
708604,166616.0,Maya,Dubois,iPhone ,Travel Agency,708604
708604,407047.0,Alex,Garcia,iPhone,Condor Website,708604
708604,,Ali,Rossi,iPhone,Call Center,708604
708607,599939.0,Jamie,Khan,iPhone,Condor Website,708607
708607,,Alex,Rossi,iPhone,Condor App,708607
708607,938417.0,Maya,Smith,Android,Travel Agency,708607
708608,275935.0,Alex,Martinez,Android,Mobile App,708608
708608,593934.0,Ali,Nguyen,Android,Condor Website,708608
708608,260674.0,Stefan,Schmidt,Tablet,Condor App,708608
708617,,Ali,Nguyen,Tablet,Condor Website ,708617
708617,,Yuki,Tanaka,iPhone,Mobile App,708617
708617,321118.0,Carlos,Garcia,iPhone ,Condor Website,708617
708618,,Maya,Dubois,Tablet,Condor Website,708618
708618,764729.0,Alex,Dubois,Android,Condor Website,708618
708618@,136242.0,Fatima,Dubois,Desktop,Condor App,708618
708620,985639.0,Alex,Smith,Desktop,Travel Agency,708620
708620,347056.0,Ali,Rossi,Tablet, Call Center,708620
708622 ,504075.0,Omar,Tanaka,Android,Call Center ,708622
708622,,Stefan,Tanaka,Tablet,Mobile App ,708622
708623,,Maya,Martinez,Tablet,Call Center,708623
708623,587770.0,Fatima,Martinez,iPhone,Condor App,708623
708625,441422.0,Fatima,Nguyen,iPhone,Mobile App,708625
708625,131601.0,Fatima,Nguyen,Android , Call Center,708625
708626@,489618.0,Jamie,Dubois,iPhone,Mobile App,708626
708626,796935.0,Lina,Schmidt,Android,Condor Website,708626
708628,765364.0,Maya,Tanaka,tablet,Condor App,708628
708628,,Jamie,Schmidt,android,Condor Website,708628
708632,645938.0,Carlos,Martinez,Tablet,Condor Website,708632
708632,,Carlos,Garcia,iPhone ,Mobile App,708632
708638,739743.0,Carlos,Martinez,iPhone,Condor App,708638
708638,985176.0,Yuki,Garcia,Android,Mobile App,708638
708638,141288.0,Lina,Schmidt,Desktop ,Call Center,708638
708641,742148.0,Fatima,Garcia,iPhone,Call Center,708641
708641,690984.0,Stefan,Müller, Android,Travel Agency,708641
708642,,Stefan,Nguyen,Desktop,Call Center,708642
708642,359777.0,Alex,Müller,iPhone,Condor App,708642
708644,691622.0,Alex,Tanaka,Android,Travel Agency,708644
708644,393326.0,Lina,Tanaka,Tablet,Condor App,708644
708650,,Jamie,Tanaka,Tablet,Call Center,708650
708650,171386.0,Stefan,Khan,iPhone, Call Center,708650
708650!,177318.0,Lina,Khan,iPhone,Mobile App,708650
708655,,Ali,Khan,Android,Mobile App ,708655
708655,176347.0,Fatima,Schmidt,desktop,Condor Website,708655
708662,394879.0,Ali,Smith, Android,travel agency,708662
708662,,Yuki,Schmidt,Android ,Condor App,708662
708665 ,434084.0,Carlos,Khan,Tablet,Condor App ,708665
708665,629101.0,Jamie,Rossi,Desktop,Call Center,708665
708667,210537.0,Stefan,Dubois,Tablet, Call Center,708667
708667,345054.0,Jamie,Dubois,iPhone,Mobile App,708667
708667,944531.0,Ali,Tanaka,Desktop,Travel Agency ,708667
708670@,,Alex,Khan,Tablet ,Travel Agency,708670
708670,544404.0,Yuki,Rossi,IPHONE,Mobile App,708670
708671,978699.0,Jamie,Martinez,iPhone,CONDOR WEBSITE,708671
708671,324085.0,Omar,Khan,Android,condor website,708671
708672,,Maya,Khan,Android ,Condor App,708672
708672,,Lina,Garcia,Desktop,Mobile App,708672
708674,391486.0,Jamie,Dubois,Tablet,CONDOR APP,708674
708674,,Yuki,Martinez,Tablet ,MOBILE APP,708674
708675,,Ali,Smith,Android,Mobile App,708675
708675,,Jamie,Nguyen,Android,Condor Website,708675
708676,556145.0,Jamie,Müller,Android,Condor App,708676
708676,,Maya,Dubois,Android,Call Center,708676
708676,333507.0,Alex,Smith,iPhone,Condor Website ,708676
708678,438094.0,Ali,Khan,Android,Mobile App,708678
708678,,Yuki,Smith,desktop,Call Center,708678
708679@,553263.0,Maya,Müller,Android,Travel Agency,708679
708679!,,Maya,Schmidt,Tablet,Call Center,708679
708679,205311.0,Fatima,Garcia,Android,Condor App,708679
708681,146759.0,Stefan,Schmidt,Android,Condor Website ,708681
708681,238947.0,Fatima,Rossi,Desktop,Travel Agency,708681
708683,923695.0,Yuki,Khan,IPHONE,Mobile App ,708683
708683,619226.0,Stefan,Dubois,Desktop,CONDOR APP,708683
708684,565817.0,Fatima,Smith,Tablet,Condor App,708684
708684,705172.0,Maya,Nguyen,TABLET,Call Center,708684
708684 ,865682.0,Jamie,Rossi,Desktop,Travel Agency,708684
708689,582235.0,Maya,Dubois,Desktop,Travel Agency,708689
708689@,311045.0,Maya,Rossi,Android,Call Center,708689
708693,113044.0,Alex,Rossi,Android,Travel Agency ,708693
708693,,Stefan,Müller,Tablet,Condor App,708693
708697,818622.0,Carlos,Schmidt,Desktop,Condor App,708697
708697,324009.0,Stefan,Smith,iPhone,Call Center,708697
708698!,116923.0,Alex,Garcia,Tablet,Condor App,708698
708698@,479879.0,Carlos,Tanaka,iPhone ,Condor Website,708698
708698,715199.0,Maya,Müller,IPHONE,Travel Agency,708698
708701,,Omar,Martinez,android,Mobile App,708701
708701!,923865.0,Yuki,Tanaka, Android,travel agency,708701
708701,258915.0,Alex,Nguyen, Android,Call Center,708701
708702,809018.0,Stefan,Dubois,Android,Travel Agency,708702
708702,,Jamie,Smith,iPhone,Call Center,708702
708702,,Yuki,Garcia,Tablet ,Condor Website,708702
708704,904228.0,Maya,Müller,Tablet,Travel Agency,708704
708704,623829.0,Lina,Martinez,Desktop,Travel Agency,708704
708704,970220.0,Ali,Tanaka,iPhone,Condor Website,708704
708707,367704.0,Lina,Garcia,Desktop,Mobile App,708707
708707@,431331.0,Fatima,Schmidt,iPhone,Condor Website,708707
708707,115900.0,Jamie,Dubois,Tablet,Condor Website,708707
708708,787251.0,Stefan,Garcia,Desktop,Travel Agency,708708
708708,,Lina,Müller,Android,Condor App,708708
708712,305170.0,Stefan,Dubois,iPhone,Call Center,708712
708712@,447006.0,Lina,Rossi,Android,Travel Agency,708712
708713,,Maya,Müller,Android,Condor App,708713
708713,,Alex,Nguyen,Android,condor app,708713
708720,503313.0,Lina,Garcia,Tablet,Condor App,708720
708720,113570.0,Fatima,Müller,TABLET,Travel Agency,708720
708722 ,593520.0,Jamie,Smith,DESKTOP,Condor App,708722
708722,,Maya,Müller,iPhone,Mobile App,708722
708724,,Ali,Garcia,Desktop,Condor Website,708724
708724,953006.0,Stefan,Martinez,iphone,Mobile App,708724
708725,,Lina,Dubois,IPHONE,Condor App,708725
708725,,Maya,Rossi,Desktop,Travel Agency,708725
708727,,Ali,Nguyen, Tablet,Travel Agency,708727
708727,439572.0,Alex,Müller, Tablet,Mobile App,708727
708728,,Omar,Tanaka,iPhone,CONDOR APP,708728
708728,922372.0,Ali,Nguyen, iPhone,Call Center,708728
708731,,Ali,Dubois,Tablet,Mobile App,708731
708731,,Omar,Dubois,iPhone,Mobile App ,708731
708733,165079.0,Fatima,Tanaka,Tablet,MOBILE APP,708733
708733,748431.0,Yuki,Martinez,Android,Travel Agency,708733
708733,,Omar,Schmidt,iPhone,TRAVEL AGENCY,708733
708734,,Stefan,Khan,iPhone,Travel Agency,708734
708734,855963.0,Maya,Müller,Desktop,Condor Website,708734
708735,482142.0,Lina,Müller,Desktop ,Condor Website,708735
708735,,Omar,Rossi,iPhone,Mobile App,708735
708737,702545.0,Fatima,Garcia,iPhone,MOBILE APP,708737
708737,801427.0,Fatima,Rossi,iPhone,Condor Website ,708737
708740,602468.0,Maya,Dubois,tablet,condor website,708740
708740,301900.0,Maya,Schmidt, Android,Condor Website,708740
708741,,Omar,Martinez, Desktop,Condor App,708741
708741,760240.0,Ali,Smith,iPhone,CALL CENTER,708741
708742,,Fatima,Garcia,iPhone,Condor Website,708742
708742@,,Yuki,Garcia,iPhone,Condor App,708742
708742,,Jamie,Rossi, iPhone,TRAVEL AGENCY,708742
708744,118808.0,Maya,Nguyen,iPhone,Condor App,708744
708744!,,Alex,Garcia,Desktop, Call Center,708744
708744,599201.0,Jamie,Schmidt,iPhone,Condor App,708744
708745,,Yuki,Dubois,Android,Travel Agency,708745
708745,,Lina,Nguyen,Android,CALL CENTER,708745
708746,,Fatima,Schmidt,Desktop,Travel Agency,708746
708746,359542.0,Fatima,Martinez, iPhone,Mobile App,708746
708748,879836.0,Ali,Dubois,iPhone ,Condor Website,708748
708748,108640.0,Ali,Nguyen,Desktop,MOBILE APP,708748
708749,234848.0,Yuki,Schmidt,Tablet , Travel Agency,708749
708749,,Maya,Khan,iPhone,mobile app,708749
708750,162488.0,Omar,Tanaka,Android,mobile app,708750
708750,969716.0,Omar,Dubois,Desktop,Call Center,708750
708751!,,Carlos,Dubois,Tablet,Mobile App,708751
708751,,Jamie,Dubois,Tablet,Condor App,708751
708752,,Alex,Dubois,iPhone,Condor App,708752
708752,,Ali,Martinez,Tablet ,Condor App,708752
708752,207443.0,Jamie,Garcia,Android, Travel Agency,708752
708753,,Alex,Müller,iPhone,Travel Agency,708753
708753,258176.0,Omar,Nguyen,Desktop,Condor Website,708753
708754,687205.0,Alex,Rossi,Tablet,Call Center ,708754
708754,,Stefan,Garcia,Android,Condor Website,708754
708754,460637.0,Carlos,Khan, Tablet,condor app,708754
708756@,633799.0,Stefan,Müller,android,Travel Agency,708756
708756!,,Yuki,Dubois,Android,Condor Website,708756
708756,,Lina,Nguyen,Android, Mobile App,708756
708757,,Alex,Schmidt,Desktop ,Mobile App,708757
708757,,Alex,Smith,iPhone,Mobile App ,708757
708757,,Lina,Müller,Tablet,Call Center,708757
708760,246348.0,Carlos,Dubois,Tablet,Condor App,708760
708760,,Alex,Rossi,Desktop,TRAVEL AGENCY,708760
708760,864837.0,Lina,Nguyen,Desktop,Condor App,708760
708761,716226.0,Lina,Müller,Tablet,Condor App,708761
708761,202141.0,Alex,Khan,Android,Travel Agency,708761
708762,588845.0,Maya,Khan, Tablet,Call Center ,708762
708762,,Maya,Rossi,IPHONE,Mobile App,708762
708762,972058.0,Carlos,Khan,tablet,Travel Agency,708762
708763,,Carlos,Rossi,Tablet,Call Center,708763
708763,,Stefan,Tanaka,Desktop,Travel Agency,708763
708769,,Ali,Nguyen,Desktop,Travel Agency,708769
708769@,215253.0,Fatima,Müller,Desktop,Call Center,708769
708770,933557.0,Lina,Tanaka,Tablet,Call Center,708770
708770,,Omar,Smith,Android,Travel Agency,708770
708772,751618.0,Omar,Tanaka,iPhone,Condor Website,708772
708772!,879646.0,Fatima,Rossi,Android,Condor App,708772
708773,,Yuki,Dubois,Android ,Mobile App,708773
708773,591293.0,Alex,Smith,Desktop,call center,708773
708774,312087.0,Maya,Tanaka,Desktop ,Mobile App,708774
708774 ,,Lina,Martinez,iPhone,condor website,708774
708777,,Stefan,Nguyen,Desktop,Mobile App,708777
708777,805669.0,Carlos,Rossi,iPhone,Travel Agency,708777
708782,415077.0,Maya,Schmidt,iPhone,Condor App,708782
708782!,392455.0,Stefan,Smith,iPhone,Mobile App,708782
708783,713023.0,Jamie,Smith, Desktop,Condor Website,708783
708783!,906035.0,Jamie,Martinez, Desktop,Travel Agency,708783
708786,123754.0,Lina,Dubois, Desktop,Condor App,708786
708786,,Omar,Khan,iPhone,Condor Website,708786
708786,,Carlos,Dubois,Tablet,condor website,708786
708788,,Ali,Dubois,iphone,Mobile App,708788
708788,151232.0,Jamie,Dubois,iPhone,Condor Website,708788
708791,,Fatima,Tanaka,iPhone,Condor App,708791
708791@,272095.0,Stefan,Tanaka,iPhone,Travel Agency ,708791
708796,953322.0,Carlos,Khan,Android,Call Center,708796
708796,915052.0,Alex,Tanaka,Desktop,Condor Website,708796
708797,620887.0,Maya,Schmidt,iPhone,travel agency,708797
708797 ,,Jamie,Martinez,IPHONE,Mobile App,708797
708799,,Maya,Rossi,Desktop,Call Center,708799
708799,,Lina,Dubois,desktop,Travel Agency,708799
708803!,,Ali,Garcia, Android,condor app,708803
708803,311870.0,Maya,Smith,Tablet,Condor App,708803
708806,,Omar,Martinez,iPhone,Condor Website,708806
708806,,Alex,Smith,iPhone,Call Center ,708806
708809,914281.0,Jamie,Garcia,iPhone,Call Center,708809
708809,,Stefan,Martinez,iPhone,mobile app,708809
708810,,Yuki,Martinez,Android,Mobile App,708810
708810,,Yuki,Smith,iPhone,travel agency,708810
708810,,Yuki,Tanaka,iPhone,CONDOR WEBSITE,708810
708811,269436.0,Stefan,Smith,Android, Condor App,708811
708811,,Fatima,Rossi,Android,Travel Agency,708811
708812,559987.0,Fatima,Garcia,Desktop,Call Center,708812
708812,,Lina,Garcia,Android,Condor Website,708812
708816,543162.0,Fatima,Tanaka,android,Condor Website,708816
708816,,Ali,Khan,Desktop,Condor App,708816
708817,,Lina,Dubois,Android,Travel Agency,708817
708817,,Jamie,Smith,Android,condor app,708817
708818,770701.0,Jamie,Martinez,android,Condor App,708818
708818,335610.0,Lina,Smith,Android,Condor App,708818
708818,916860.0,Maya,Nguyen,Tablet,Condor Website,708818
708820!,,Fatima,Smith,iPhone,Call Center,708820
708820,997962.0,Lina,Müller,iPhone ,Travel Agency,708820
708821,602702.0,Yuki,Martinez, iPhone,Mobile App,708821
708821,,Jamie,Tanaka,Tablet,Condor Website,708821
708824 ,,Stefan,Nguyen,Desktop,Mobile App,708824
708824,969393.0,Stefan,Nguyen,iphone,Call Center,708824
708830,938479.0,Carlos,Garcia,Android,Call Center ,708830
708830,,Ali,Schmidt,iPhone,Mobile App,708830
708831,783285.0,Stefan,Garcia,Desktop ,Condor Website,708831
708831,,Maya,Tanaka,Android,Call Center ,708831
708831,196701.0,Alex,Rossi,iPhone,Travel Agency,708831
708832,633923.0,Yuki,Tanaka,Android,Call Center,708832
708832,696790.0,Lina,Dubois,Desktop,Travel Agency,708832
708834,185525.0,Fatima,Dubois,Android,Travel Agency,708834
708834,824564.0,Jamie,Rossi,Android,Mobile App,708834
708839 ,778157.0,Ali,Smith,iPhone,Condor Website,708839
708839,,Ali,Garcia,iPhone,Mobile App,708839
708839,,Carlos,Khan,TABLET,Mobile App,708839
708840,625005.0,Alex,Khan,iPhone,Condor Website,708840
708840,814340.0,Maya,Rossi,Android,Call Center,708840
708840!,743766.0,Stefan,Nguyen,tablet,condor app,708840
708841,221667.0,Yuki,Martinez,Desktop,Call Center,708841
708841,254453.0,Maya,Khan,desktop,call center,708841
708845,238249.0,Stefan,Dubois,Desktop ,Travel Agency,708845
708845,153822.0,Omar,Garcia, iPhone,Call Center,708845
708845,260231.0,Ali,Rossi,IPHONE,Condor App,708845
708847,,Yuki,Martinez,Android, Condor Website,708847
708847,626986.0,Lina,Khan,Desktop,Mobile App,708847
708847,728043.0,Ali,Müller,iPhone,Call Center,708847
708848,827355.0,Carlos,Garcia,Tablet,Condor Website,708848
708848,,Alex,Garcia,Tablet,Call Center,708848
708849,313620.0,Jamie,Khan,Android,Mobile App,708849
708849,346576.0,Lina,Müller,iPhone,Call Center,708849
708851,,Omar,Khan,Desktop,Travel Agency ,708851
708851,,Fatima,Tanaka,Android ,Call Center,708851
708853,579579.0,Alex,Müller,Android,condor app,708853
708853,659679.0,Maya,Dubois,Tablet,Condor App,708853
708854@,882843.0,Fatima,Schmidt,iPhone ,Condor App,708854
708854@,,Alex,Dubois,Desktop,Call Center,708854
708866,805996.0,Omar,Garcia,ANDROID,travel agency,708866
708866,698723.0,Jamie,Rossi,iPhone,Condor Website,708866
708868,495838.0,Omar,Khan,iPhone,TRAVEL AGENCY,708868
708868,147350.0,Yuki,Rossi,Desktop,Mobile App,708868
708871,243673.0,Yuki,Schmidt,Android,Condor App,708871
708871,,Maya,Müller,Desktop,Call Center,708871
708871,,Carlos,Dubois,ANDROID,Call Center,708871
708872,,Carlos,Dubois,IPHONE,condor website,708872
708872,,Fatima,Khan,Android,CONDOR APP,708872
708873,,Yuki,Martinez, Tablet,Travel Agency,708873
708873,516053.0,Stefan,Nguyen,Android,Condor App,708873
708874,649841.0,Lina,Nguyen,Tablet,Call Center,708874
708874,986423.0,Fatima,Smith,iPhone,CONDOR APP,708874
708875,,Ali,Schmidt,Tablet,Call Center,708875
708875!,873943.0,Carlos,Dubois,Desktop, Condor Website,708875
708877,,Maya,Rossi,android,Travel Agency,708877
708877,943668.0,Carlos,Martinez,Desktop,TRAVEL AGENCY,708877
708878,,Lina,Martinez,Android,Call Center,708878
708878,,Stefan,Nguyen,iPhone,Travel Agency,708878
708878,,Jamie,Müller, iPhone,condor website,708878
708884,289738.0,Maya,Müller,Tablet,Call Center,708884
708884,323367.0,Carlos,Nguyen,iPhone,Condor App,708884
708884,,Jamie,Tanaka,IPHONE,Travel Agency,708884
708885,616697.0,Alex,Garcia,iPhone, Condor Website,708885
708885,970369.0,Alex,Tanaka, Tablet,Condor Website,708885
708888 ,432083.0,Ali,Nguyen,Android,Condor App,708888
708888,754810.0,Lina,Nguyen,Android,Call Center,708888
708891,,Lina,Schmidt,Tablet,Condor App,708891
708891,,Jamie,Khan,android,Mobile App,708891
708892,933733.0,Omar,Tanaka,Android,CALL CENTER,708892
708892,157457.0,Fatima,Rossi,Android,Condor Website,708892
708894,850223.0,Stefan,Garcia,iPhone,condor website,708894
708894,404066.0,Alex,Dubois,Tablet,call center,708894
708895 ,661032.0,Stefan,Schmidt,Desktop,Condor Website,708895
708895,,Jamie,Nguyen,iPhone,Travel Agency,708895
708897,350757.0,Yuki,Tanaka,Android,Condor App,708897
708897,321296.0,Omar,Khan,iphone,Travel Agency,708897
708897,839522.0,Maya,Smith,iPhone,Travel Agency,708897
708902,290595.0,Maya,Martinez,iPhone,mobile app,708902
708902,425160.0,Fatima,Smith,Android,condor website,708902
708902!,,Carlos,Rossi,Android,Condor Website,708902
708917,855701.0,Maya,Müller,Desktop ,Condor App,708917
708917@,948624.0,Maya,Rossi,Android,mobile app,708917
708920,975912.0,Stefan,Schmidt,Android,Travel Agency,708920
708920,240693.0,Lina,Müller,iphone,mobile app,708920
708921,,Carlos,Rossi,iPhone,Mobile App,708921
708921,668419.0,Lina,Rossi,Tablet ,Travel Agency,708921
708926,,Lina,Schmidt,iPhone,Call Center,708926
708926,,Yuki,Müller, Android,Condor App ,708926
708929,963708.0,Ali,Dubois,Tablet,Condor App,708929
708929,784674.0,Stefan,Müller,Desktop,Call Center,708929
708930,,Lina,Nguyen,iPhone,Condor App,708930
708930,131209.0,Carlos,Dubois,Tablet,Travel Agency,708930
708930!,477076.0,Lina,Dubois,Tablet,Condor Website,708930
708934,,Carlos,Smith,Desktop,Condor App ,708934
708934,,Lina,Müller,Desktop,Condor App,708934
708934,,Carlos,Rossi,Tablet,Call Center,708934
708940,536546.0,Yuki,Rossi,iPhone,Travel Agency,708940
708940,990175.0,Maya,Martinez,iPhone,Call Center,708940
708941,,Stefan,Nguyen,TABLET,TRAVEL AGENCY,708941
708941,692360.0,Omar,Dubois, Android, Condor Website,708941
708947,,Carlos,Müller,Tablet,Condor Website,708947
708947,,Carlos,Garcia,Desktop,Condor App,708947
708948,,Carlos,Müller,iPhone,Condor App,708948
708948,678174.0,Jamie,Smith,TABLET,Call Center,708948
708954,338124.0,Lina,Tanaka,iphone,Mobile App ,708954
708954,,Yuki,Schmidt,Android,mobile app,708954
708955,,Yuki,Smith,DESKTOP,Condor App,708955
708955,,Stefan,Rossi,Desktop,Travel Agency,708955
708956,385196.0,Ali,Khan,DESKTOP,Travel Agency,708956
708956,386778.0,Jamie,Smith,Desktop,Call Center,708956
708959,,Maya,Tanaka,iphone,Mobile App,708959
708959,275006.0,Lina,Khan,Android,CONDOR APP,708959
708964,185490.0,Lina,Tanaka,Desktop,condor website,708964
708964,,Carlos,Smith,Tablet,condor app,708964
708965,,Yuki,Nguyen,Android,Condor App,708965
708965,661839.0,Omar,Nguyen,Desktop,Condor Website,708965
708967,370665.0,Omar,Tanaka,Desktop,Mobile App,708967
708967,672075.0,Yuki,Tanaka,iPhone,Travel Agency,708967
708971,607718.0,Lina,Nguyen,Desktop,Call Center,708971
708971,949418.0,Yuki,Müller,iPhone,Mobile App,708971
708972,303135.0,Maya,Nguyen,Desktop,Condor Website,708972
708972,497719.0,Alex,Smith,Android,mobile app,708972
708973,,Maya,Schmidt,Tablet,Condor App,708973
708973,,Omar,Müller,android,Call Center,708973
708974,595455.0,Ali,Martinez,Desktop,mobile app,708974
708974,,Fatima,Martinez,Tablet,Travel Agency ,708974
708976,,Carlos,Rossi,Desktop,Condor Website,708976
708976,685892.0,Yuki,Rossi,Tablet,Travel Agency,708976
708977,428775.0,Lina,Garcia,Android,Travel Agency,708977
708977,,Fatima,Smith,Android,Mobile App,708977
708984,,Alex,Dubois,ANDROID,Condor Website,708984
708984,879594.0,Ali,Dubois,Tablet,Mobile App ,708984
708984,,Fatima,Garcia,Tablet,TRAVEL AGENCY,708984
708987,702669.0,Lina,Smith, Tablet,Travel Agency,708987
708987,,Alex,Smith,Android,CONDOR WEBSITE,708987
708990@,638837.0,Ali,Garcia,Tablet,Mobile App ,708990
708990,392882.0,Omar,Garcia,Tablet,Condor Website,708990
708992,,Maya,Müller,TABLET,Mobile App,708992
708992,,Yuki,Müller,Android,CALL CENTER,708992
708995,360206.0,Jamie,Khan,iPhone,Travel Agency,708995
708995,,Stefan,Müller,Tablet,Call Center,708995
708998,471703.0,Lina,Rossi,Android,Condor App,708998
708998,893033.0,Ali,Nguyen,ANDROID,Travel Agency,708998
708998,844380.0,Yuki,Martinez,iPhone, Mobile App,708998
708999,214046.0,Yuki,Smith,Tablet,Call Center,708999
708999,338292.0,Stefan,Garcia,Android,Condor App,708999
709001!,,Yuki,Smith,Desktop,MOBILE APP,709001
709001,768035.0,Alex,Schmidt,Desktop ,Condor Website,709001
709003@,,Omar,Tanaka,Desktop,Mobile App,709003
709003,,Yuki,Nguyen,Tablet,Travel Agency,709003
709004,,Ali,Garcia,Desktop,Condor App,709004
709004,,Lina,Martinez,Android,Condor Website,709004
709007,268136.0,Fatima,Martinez,Android,Condor App,709007
709007,,Maya,Smith,Tablet,Travel Agency,709007
709007,272904.0,Omar,Tanaka,Desktop,Condor Website ,709007
709008,640467.0,Stefan,Rossi,Android,Call Center,709008
709008,988460.0,Fatima,Smith,Android,Condor Website,709008
709010,295062.0,Yuki,Garcia,Tablet,Condor App,709010
709010,,Omar,Dubois,iPhone,Call Center,709010
709013,,Omar,Rossi,Tablet,Travel Agency,709013
709013,,Alex,Schmidt,Tablet,Condor Website,709013
709013,372116.0,Lina,Martinez, Tablet,Mobile App,709013
709014@,,Yuki,Müller,iPhone,mobile app,709014
709014,,Maya,Tanaka,Desktop,Travel Agency,709014
709015,334429.0,Jamie,Smith, Tablet,Call Center,709015
709015,,Alex,Martinez,Tablet,Mobile App ,709015
709015,293000.0,Stefan,Khan,iphone,condor app,709015
709016,,Maya,Dubois,Tablet,Call Center,709016
709016,587405.0,Yuki,Martinez,tablet,condor website,709016
709018,,Carlos,Rossi,IPHONE,Travel Agency,709018
709018,,Alex,Schmidt,Tablet,Travel Agency,709018
709018,855508.0,Carlos,Rossi,desktop,Condor App,709018
709019,,Jamie,Nguyen,Tablet,Condor App,709019
709019,,Maya,Müller,Android,Travel Agency,709019
709019,,Fatima,Dubois,Android,Condor Website,709019
709020,,Yuki,Khan,Tablet,Condor Website,709020
709020,262281.0,Ali,Müller, iPhone,Call Center ,709020
709021,913863.0,Carlos,Nguyen,ANDROID,Condor Website ,709021
709021,425625.0,Maya,Dubois,Tablet,Mobile App,709021
709024,472421.0,Alex,Tanaka,Android , Call Center,709024
709024,,Jamie,Nguyen,Tablet , Condor Website,709024
709029,442824.0,Carlos,Nguyen, Desktop,Call Center,709029
709029,,Lina,Smith,Android,Condor Website,709029
709030,,Maya,Müller,Android,condor website,709030
709030,192663.0,Stefan,Khan,iPhone,Call Center,709030
709032,539868.0,Lina,Martinez,Desktop,Condor App ,709032
709032,589693.0,Yuki,Dubois,Desktop,Call Center,709032
709034 ,,Maya,Tanaka,iPhone,Call Center ,709034
709034,,Stefan,Dubois,Desktop,Condor App,709034
709034,740678.0,Stefan,Khan,iPhone,call center,709034
709042,207817.0,Yuki,Martinez,Android,Condor App,709042
709042,891341.0,Alex,Khan,Tablet,Mobile App,709042
